prefix	input_text	target_text
translate english to pcm	Think , too , of elders who carry weighty responsibilities with Hospital Liaison Committees and convention organization .	Even elders wey dey Hospital Liaison Committee and elders wey dey arrange convention dey do big work .
translate english to pcm	And if he gives a lamb as his sin-offering, let it be a female without any mark; 	“ ‘If e bring sheep as en sin ofrin, e must bi woman own wey dey okay.
translate english to pcm	And in the days of those kings, the God of heaven will put up a kingdom which will never come to destruction, and its power will never be given into the hands of another people, and all these kingdoms will be broken and overcome by it, but it will keep its place for ever. 	For di time wey dis kings go dey rule, God wey dey heaven go raiz one kind kingdom wey nor go ever end. Dem nor go fit distroy di kingdom and anoda pesin nor go rule am. E go distroy and skata all di oda kingdoms. But dis kingdom go stand forever.
translate pcm to english	If we no really want do something , Satan fit force us ?	Can Satan force us to act against our own will ?
translate pcm to english	Baba have come, Daddy have arrive, Papa tete oyoyo!	Baba has come, Daddy has arrived, Father hurry up... hurray.
translate pcm to english	Yu nor dey let mi sleep and I too dey weak to pray!	You keep my eyes from sleep; I am so troubled that no words come.
translate pcm to english	So , for April 1949 , me and my mama dash people some things wey dey the house wey we rent and we sell some ; we come travel go one place wey dem dey call Middleton , wey near Manchester . Na there our pioneer work start .	Thus , in April 1949 , my mother and I disposed of the furniture in our rented house and moved to Middleton , near Manchester , where we began pioneering .
translate english to pcm	Furthermore , some may feel like one sister , who said : “ We are hardwired to want love and companionship . ”	Some of us fit dey feel like one sister wey talk sey : ‘ Love and marriage na something wey dey our blood . ’
translate english to pcm	Or anyone touching any unclean thing which goes flat on the earth, or someone by whom he may be made unclean in any way whatever; 	man wey tosh animal or pesin wey nor dey klean;
translate english to pcm	How can you make sure that love is your honest motive ?	But how you go take dey sure sey na love make you invite am ?
translate pcm to english	I bilong to my love and e don take mi as en own.	I am for my loved one, and his desire is for me. 
translate pcm to english	Jesus kon pray, “My Papa, e nor get wetin yu nor fit do. Make yu take dis sofa cup from mi. But nor bi as I wont am, but na as yu wont.”	And he said, Abba, Father, all things are possible to you; take away this cup from me: but even so let not my pleasure, but yours be done. 
translate english to pcm	Tomorrow?	Tomorrow?
translate pcm to english	Jonatan kon tell David, “Make yu go well, bikos di two of us don use God name take swear sey, ‘God go dey with mi and yu and even awa shidren-shidren forever.’ ” Den David get up kon run go, while Jonatan go back to di town.David go meet Ahimelek wey bi Nob priest. Ahimelek dey fear wen e meet David, so e kon tell am, “Wetin make only yu dey waka without bodyguard?”	And Jonathan said to David, Go in peace, for we two have taken an oath, in the name of the Lord, saying, The Lord will be between me and you, and between my seed and your seed for ever. Then David went away, and Jonathan went into the town.Then David came to Nob, to Ahimelech the priest: and Ahimelech was full of fear at meeting David, and said to him, Why are you by yourself, having no man with you? 
translate english to pcm	As the conversation moves along , the publisher brings up a Scriptural point and elicits a response .	As dem dey talk , the publisher go carry one verse for Bible enter the matter , wey go make the person talk .
translate pcm to english	Ala-... Alaska Pepper just shock.	Ala-... Alaska Pepper was shocked.
translate english to pcm	She was in daily association with many young women from all over the Persian Empire who were competing for the attention of the king .	E stay with many young women wey dem carry from different different place for Persia . All of dem want make Persia king see as dem fine reach so that e go like dem .
translate pcm to english	Israel pipoldonsin; demdongoagainstmykommandment! DemtakesometinsweyIseymake dem keep for mi from Jeriko; dem tif dem kon put dem join dia own propaty.	Israel has done wrong, sinning against the agreement which I made with them: they have even taken of the cursed thing; acting falsely like thieves they have put it among their goods. 
translate english to pcm	So we began to exercise faith in Jesus with everlasting life in view . ​ — Read 1 John 4 : 9 , 10 .	Na this one come make us dey show sey we get faith for Jesus and believe sey we fit get life wey no go end . ​ —⁠ Read 1 John 4 : ​ 9 , 10 .
translate pcm to english	I con get admin work.	Then I got an administrative job.
translate english to pcm	And he said to them in answer, To you is given the knowledge of the secrets of the kingdom of heaven, but to them it is not given. 	Jesus ansa dem, “God don make una know all di sekret tins about en kingdom, but dis pipol nor know.
translate english to pcm	And came to him and put clean linen round his wounds, with oil and wine; and he put him on his beast and took him to a house and took care of him.	E waka go meet di man kon rob wine and olive oil for en sore and bandage am. Den e put di man on-top en horse kon karry am go one hotel and e kare for am dat nite.
translate english to pcm	[] 	Two pipol go dey farm dey work; God go take one kon leave di oda one.”
translate english to pcm	Be certain then today that it is the Lord your God who goes over before you like an all- burning fire; he will send destruction on them, crushing them before you; and you will send them in flight, putting an end to them quickly, as the Lord has said. 	But make una undastand today sey, di Oga una God wey dey waka for una front na fire wey dey burn anytin; E go win dem kon make dem bi like mumu for una front. Just as God tell una, na so una go kwik-kwik konker and distroy dem finish.
translate pcm to english	Wetin Robert come do ?	And Robert did .
translate pcm to english	Una must get shovel among evry oda tin wey una get, so dat wen una shit for outside di kamp, una go dig groun with di shovel den pour di shit for der kon kover am.	And have among your arms a spade; and when you have been to that place, let that which comes from you be covered up with earth: 
translate english to pcm	Our choice of clothing should not make people conclude anything other than that we are worshippers of Jehovah .	Make the kind cloth wey we dey wear no make people come dey think whether we be Jehovah Witness or we no be Jehovah Witness .
translate pcm to english	Make una trow dat wiked savant inside darkness for outside, where e go kry and grind en tit.’	And put out the servant who is of no profit into the outer dark: there will be weeping and cries of sorrow. 
translate english to pcm	In time , I was asked to make zone visits to other countries .	Small time , dem tell me make I visit different different country to help Jehovah people .
translate english to pcm	Or make discovery of our secret purpose? The design is framed with care; and the inner thought of a man, and his heart, is deep.	As dem dey plan dia evil, dem go sey, ï¿½Na betta plan wi dey plan so o-o!ï¿½ True-true, nobody fit si wetin dey inside human being heart or mind.
translate english to pcm	And Solomon went to Hamath-zobah and overcame it.	E go Hamat-Zoba kon seize am.
translate pcm to english	Ezekiel see this vision around 612 years before Jesus time .	This prophecy was given in 612 B.C.E . , and its initial fulfillment refers to the destruction of Jerusalem by the Babylonian army ​ — something that was to occur just five years later .
translate english to pcm	Hm!	Hm!
translate english to pcm	Jesus said : “ Where your treasure is , there your hearts will be also . ” ​ — Luke 12 : 34 .	Jesus talk sey : ‘ Where una keep wetin una value , na there una mind go still dey . ’ ​ — Luke 12 : 34 .
translate pcm to english	Na, na indomie my daughter o.	This is... this is Indomie, my daughter.
translate pcm to english	I go try hm.	I'll try.
translate pcm to english	“ I de think deep about the things wey you de tell me everytime . ” ​ — PS .	“ I ponder over your reminders . ” ​ — PS .
translate english to pcm	And the Lord said to the Satan, Where do you come from? And the Satan said in answer, From wandering this way and that on the earth, and walking about on it. 	God kon ask am, “Where yu from dey kom?” Satan ansa, “I just dey waka anyhow for di world.”
translate pcm to english	But dem go trow di pipol wey suppose enter di Kingdom for darkness, where dem go dey kry and grind dia tit.”	But the sons of the kingdom will be put out into the dark, and there will be weeping and cries of pain. 
translate pcm to english	Joab tell Abishai, “If yu si sey Aramean pipol dey opress mi, make yu kom help mi and if Ammon pipol dey opress yu, I go kom help yu.	And he said, If the Aramaeans are stronger and get the better of me, then come to my help; and if the childrenof Ammon getthe better of you, I will come to yourhelp. 
translate english to pcm	And it was in my mind to give you the chance of taking it, with the approval of those seated here and of the responsible men of my people. If you are ready to do what it is right for a relation to do, then do it: but if you will not do it, say so to me now; for there is no one who has the right to do it but you, and after you myself. And he said, I will do it. 	E good make yu know about am. So if yu wont am, make yu buy am for di leaders present wey sidan here. But if yu nor wont am, make yu tok, bikos na yu get rite to buy first, before mi.” Den di man sey, “I go buy am.”
translate english to pcm	"""Tomorrow, you... I will give you the answer."""	Tomorrow, you, I go tell you your answer.
translate pcm to english	My pipol attack mi like birds or hyenas and oda wiked birds dey with dem. So make all di nashons gada like wiked animals kon distroy dis pipol wey I koll my own.	My heritage is like a brightly coloured bird to me; the cruel birds are attacking her on every side: go, get together all the beasts of the field, make them come for destruction. 
translate english to pcm	You have made us to be looked down on by our neighbours, we are laughed at and shamed by those who are round about us.	Yu don let awa neighbours dey laf us. Pipol wey dey around dey take us make yeye.
translate english to pcm	And Hezekiah took the letter from the hands of those who had come with it; and after reading it, Hezekiah went up to the house of the Lord, opening the letter there before the Lord, 	Den, King Hezekaya kollect di leta from di messenja, read am kon take am go put for God altar for di temple,
translate pcm to english	For seven days, di priests go klean di altar, so dat e go dey ready wen dem won use am.	For seven days they are to make offerings to take away sin from the altar and to make it clean; so they are to make it holy. 
translate english to pcm	What of single sisters ?	What of single sisters ?
translate pcm to english	As e troway am for ground, e con dey put am.	As he threw it to the ground, he put it there.
translate english to pcm	That article concluded : “ The sincere Christian concerned about the propriety of using an IUD should seriously weigh such information in the light of a Bible - based respect for the sanctity of life . ” ​ — Ps .	The Watchtower come talk sey : “ Better Christian go think about this things and wetin Bible talk about how we suppose value life . This one go help am know whether e good or bad to use IUD . ” ​ — Ps .
translate english to pcm	When the time came for the animal to come out, it came out.	When time con reach when di animal dey come out, e con come out.
translate english to pcm	Now at their night's resting-place one of them, opening his bag to give his ass some food, saw his money in the mouth of the bag.	Wen dem dey rest, one among dem open en sak make e give en donkey food and e kon si en money inside di sak.
translate english to pcm	Jewish historical records show that temple merchants exploited their customers by charging exorbitant prices .	Wetin dem write about Jew people show sey , people wey dey sell for temple really cheat their customer .
translate pcm to english	sin dey our body ?	our own weaknesses ?
translate english to pcm	That message also foretells the unification of God’s people that started to take place during the last days .	E still talk about how God people go take get one mind for the last days .
translate pcm to english	Wetin e good make you do if your husband or wife no dey serve Jehovah ?	How should those with an unbelieving mate view their situation ?
translate pcm to english	Wen dem don enter Samaria, Elisha kon sey, “My Oga God, make Yu open dia eye, so dat dem go si.” So God open dia eye and dem kon si sey dem dey inside Samaria.	And when they had come into Samaria, Elisha said, Lord, let the eyes of these men be open so that they may see. And the Lord made their eyes open, and they saw that they were in the middle of Samaria. 
translate english to pcm	And they gave payment to men who made designs against them and kept them from effecting their purpose, all through the time of Cyrus, king of Persia, till Darius became king. 	Dem still go bribe Persia ofisas, so dat dem go attack Judah pipol. Dem kontinue to dey do like dis thru-out di time wey Cyrus dey rule and dem do am enter King Darius time.
translate english to pcm	See, these are coming from far; and these from the north and the west; and these from the land of Sinim. 	Si, my pipol go kom from far; some from nort, west and from Egypt wey dey sout.”
translate english to pcm	Came to my side and said, Brother Saul, let your eyes be open. And in that very hour I was able to see him. 	Na di man kom meet and stand near mi sey, ‘Broda Saul, make yu bigin si again!’ So for dat same time, I look up kon si am.
translate english to pcm	That their children might be mixed among the nations, and sent away into other lands.	kon skata dia shidren-shidren among di nashons and for far-far place.
translate pcm to english	Now, di gombodi of CNPP de dey drop accusate on top of di Head of National Assemble sey di people wey dey dere, de no dey reason us before de make any decide.	Now, the association of the CNPP [Conference of Nigerian Political Parties] accused the Speaker of the National Assembly saying that the Senators don’t consider us before they take decisions.
translate pcm to english	From Bauchi to Jos, from Jos to Lagos.	From Bauchi to Jos, from Jos to Lagos.
translate pcm to english	I never hear about some of this language before . When dem print the book dem finish , dem go send am go different different place for the world .	I had never heard of many of the languages but was happy to know that tens of thousands of magazines were being sent to far - flung places .
translate pcm to english	We dey we...	We are... we...
translate english to pcm	Work is what brought me to this place.	So na work na im carry me come dis place.
translate pcm to english	Wi don eskape like bird wey komot from hunta trap. Dia trap and net wey dem set for us, don break and wi don dey free!	Our soul has gone free like a bird out of the net of those who would take her: the net is broken, and we are free.
translate english to pcm	And Joseph took the body, folding it in clean linen, 	So Josef karry di body kon wrap am with klean white klot.
translate english to pcm	You haven't even set your eyes on an engine.	You no even see engine sef.
translate english to pcm	Evidently , Jehovah purposed to have 12 apostles form the future “ 12 foundation stones ” of New Jerusalem .	E fit be sey Jehovah want make 12 apostle form the ‘ 12 foundation stone ’ for New Jerusalem . ( Rev .
translate english to pcm	JEHOVAH’S WITNESSES love the Bible .	Bible dey help us when we get problem and e dey give us hope .
translate pcm to english	Una sojas don fall! Dem dey tell each oda sey, ‘Make wi hurry go house go meet awa pipol, before awa enemies go kill us finish!’	... are stopped in their going, they are falling; and they say one to another, Let us get up and go back to our people, to the land of our birth, away from the cruel sword. 
translate english to pcm	How he made an oath to the Lord, and gave his word to the great God of Jacob, saying,	E make promise give Yu and E vow give di Oga wey bi Israel God sey,
translate english to pcm	We're not taking that.	We no dey for dat one.
translate english to pcm	And have I now come to send destruction on this land without the Lord's authority? It was the Lord himself who said to me, Go up against this land and make it waste. 	Na God kommand make mi kom here won distroy dis kountry so. Na God ensef tell mi sey, ‘Make yu go attack and distroy dis land.’ ”
translate english to pcm	And your sons, the offspring of your body, they will take away to be unsexed servants in the house of the king of Babylon.	‘Dem go karry some of yor own shidren go Babilon go bi priest for di king palis.’ ”
translate pcm to english	Dem go use dia bows and arrows kill di yong men and dem nor go pity for small shidren or new born baby.	In their hands are bows and spears; they are cruel, violently putting the young men to death, and crushing the young women; they have no pity for children, and no mercy for the fruit of the body. 
translate pcm to english	Dem no dey only teach wetin dey Bible but dem dey do wetin dey Bible .	The Witnesses not only taught the Bible but also obeyed its teachings .
translate pcm to english	But no be people we de fight , na Satan and the demons .	Of course , the war we fight is spiritual , not literal .
translate english to pcm	In 1943 , Brother Nathan H .	For 1943 , Brother Nathan H .
translate pcm to english	God tell Israel pipol sey, “Egypt, Sudan and doz tall pipol for Seba with evritin wey dem get, go bi una own. Dem go waka follow una with shains for dia leg; bow for una kon beg dey sey, ‘True-true, God dey with una and e nor get anybody wey bi like am. Yes! E nor get any oda god.’ ”	The Lord says, The workmen of Egypt, and the traders of Ethiopia, and the tall Sabaeans, will come over the sea to you, and they will be yours; they will go after you; in chains they will come over: and they will go down on their faces before you, and will make prayer to you, saying, Truly, God is among you; and there is no other God.
translate english to pcm	By whom was this purposed against Tyre, the crowning town, whose traders are chiefs, whose business men are honoured in the land? 	Who bring all dis wahala kom Tyre wey en pipol na prince and wey pipol dey respet dia tradas well-well for di world?
translate english to pcm	And on that day they made great offerings and were glad; for God had made them glad with great joy; and the women and the children were glad with them: so that the joy of Jerusalem came to the ears of those who were far off. 	For dat day wen pipol dey happy, dem offa many sakrifice, bikos God don give di pipol rizin to dey happy. Di wimen and shidren still join for di celebrashon and evribody from far know sey betta tin dey happen for Jerusalem.
translate pcm to english	The promise fit be about wetin the person go do , gift wey e want give God , special work wey e want do for God or about things wey e go comot hand from .	A person promises to perform some act , to offer some gift , to enter some type of service , or to abstain from certain things .
translate english to pcm	Jehovah saw our desire to expand our ministry , and he opened “ the floodgates of the heavens ” to us .	Jehovah really bless us as e see sey we want do more for im work . ( Mal .
translate english to pcm	I attended a circuit assembly in India in 1948	When I go one circuit assembly for India for 1948
translate pcm to english	Wetin help Jephthah fit do wetin Jehovah like , even if e no easy ?	What helped Jephthah overcome his many challenges ?
translate english to pcm	And the children of Judah and the children of Jerusalem you have given for a price to the sons of the Greeks, to send them far away from their land: 	Una sell Judah and Jerusalem pipol give Greek pipol so dat dem go karry dem go far kountry.
translate english to pcm	But on the day after, all the children of Israel made an outcry against Moses and against Aaron, saying, You have put to death the Lord's people. 	But for di next day, di whole kommunity kon dey komplain against Moses and Aaron sey, “Una don kill God pipol.”
translate english to pcm	The fifth, sardonyx; the sixth, sardius; the seventh, chrysolite; the eighth, beryl; the ninth, topaz; the tenth, chrysoprase; the eleventh, jacinth; the twelfth, amethyst. 	onyx, karnelian, chrysolite, beryl, topaz, krisoprase, jacint and ametist.
translate english to pcm	I only left the school so I wouldn't get into the wrong hands, or something.	I just leave di school so dat meh I no go meet myself for wrong hand, or someting.
translate english to pcm	See, at that time I will put an end to all who have been troubling you: I will give salvation to her whose steps are uncertain, and get together her who has been sent in flight; and I will make them a cause of praise and an honoured name in all the earth, when I let their fate be changed. 	And for dat time, I go ponish doz wey dey trit una anyhow. I go save di pipol wey dey weak and gada dem togeda. I go remove dia disgrace and dis go make di whole world dey respet dem!
translate english to pcm	And for the peace-offerings, two oxen, five male sheep, five he-goats, five he-lambs of the first year: this was the offering of Eliasaph, the son of Reuel 	and for di peace ofrin: e give two melu, five ram, five man goat and five man lamb wey bi one year. Dis na di ofrin wey Eliasaf, wey Deuel born, give.
translate pcm to english	“So di grape farm owner kon sey, ‘Wetin I go do naw? I go send di only pikin wey I get, may bi dem go respet am.’	And the lord of the garden said, What am I to do? I will send my dearly loved son; they may give respect to him. 
translate pcm to english	Jesus tell dem, “Make una give Caesar di tins wey bi Caesar own and make una give God di tins wey bi God own.” Dem sopraiz well-well for wetin Jesus tok.	And Jesus said to them, Give to Caesar the things which are Caesar's, and to God the things which are God's. And they were full of wonder at him. 
translate english to pcm	The Lord will make the rain of your land powder and dust, sending it down on you from heaven till your destruction is complete. 	God go turn una rain wey dey fall for una land to powder and san-san; e go fall on-top una until una die finish.
translate english to pcm	When you go to some countries like... (I don’t want to mention names so you don’t think I'm comparing Nigeria to other countries), you would discover that...	When you go some countries like (I no wan call names meh you no come tink sey I dey compare Nigeria to oda countries), you go discover sey...
translate english to pcm	Then she said no, she's not doing that; the one she wants is the one she needs to do.	She con say so she, she no go do dat one o, na dat one wey she, she want, na im she, she must do.
translate english to pcm	HOW thrilling it is to hear of increases that Jehovah’s people are experiencing !	WE DEY happy say plenty people de learn about Jehovah !
translate pcm to english	But , some people fit dey think : ‘ E mean sey e go tey well well before I go see my person wey don die ?	Still , someone might wonder : ‘ Does that mean that I may have to wait a long time to see my loved one ?
translate english to pcm	This spirit influences most humans to adopt a common attitude ​ — simply follow the crowd .	( Eph . 2 : 2 ) People wey dey behave like this dey follow wetin other people dey do . Dem dey always do wetin their body want .
translate english to pcm	LIKE the apostle Paul , spirit - anointed Christians today have the precious prospect of receiving “ the prize of the upward call of God . ”	LIKE apostle Paul , some people today go rule with Jesus for heaven . Bible sey na ‘ wetin God promise ’ dem be that .
translate pcm to english	You Dey Let Jehovah Mold You ? June	Working Together With God ​ — A Cause for Rejoicing , Jan .
translate pcm to english	But di time dey kom wen I go send pipol go pour Moab pipol, just as dem dey pour wine. Di wine pot for Moab go empty and dem go break di pot to pieces.	So truly, the days are coming, says the Lord, when I will send to him men who will have him turned over till there is no more wine in his vessels, and his wine-skins will be completely broken. 
translate pcm to english	I get propaty, honor, betta life and suksess to give pipol wey wont am.	Wealth and honour are in my hands, even wealth without equal and righteousness. 
translate english to pcm	And he said to Isaac, It is clear that she is your wife: why then did you say, She is my sister? And Isaac said, For fear that I might be put to death because of her. 	So Abimelek koll Isaak kon sey, “Dis woman na yor wife! Wetin make yu sey, ‘Na my sista e bi?’ ” Isaak ansa, “Na bikos I tink sey somebody fit kill mi just to get am.”
translate pcm to english	But di women no go gree.	But the women will not agree.
translate english to pcm	For I have no pleasure in the death of him on whom death comes, says the Lord: be turned back then, and have life.Take up now a song of grief for the ruler of Israel, and say,	I nor wont make anybody die.” God wey get pawa sey, “Make una run from sin and una go get life.”God sey make I sing dis sorrowful song for di prince dem wey dey Israel:
translate pcm to english	The truth be sey , e fit hard to know who we suppose praise and where we suppose praise and respect dem reach .	Admittedly , it may take time for us to achieve proper balance in regard to how and to whom we render honor .
translate pcm to english	De go con begin serve food.	They will then begin serving the food.
translate pcm to english	so dat wetin Profet Isaya tok, go happen:	So that the word of the prophet Isaiah might come true, 
translate english to pcm	As a result , some develop an uncontrolled desire for material things ​ — a desire that can never be fully satisfied .	( Eccl . 5 : 10 ) We thank Jehovah sey e don give us Bible to help us cure this kind sickness . Make we dey always read am .
translate english to pcm	A man named Diotrephes was spreading “ malicious talk ” about the apostle John and others , was refusing to extend hospitality to traveling Christians , and was trying to persuade others to follow his example .	( 1 John 2 : 18 , 19 ; 2 John 7 ) One man wey in name na Diotrephes come ‘ dey talk bad things ’ about apostle John and other people . E no dey gree help brothers wey visit congregation , and e want make other people copy am .
translate pcm to english	I go really wait for God wey don rijet Jakob family; I go wait for am.	And I will be waiting for the Lord, whose face is veiled from the house of Jacob, and I will be looking for him. 
translate english to pcm	Then I will come back.	Den I come back.
translate pcm to english	E depend on style wey de say dem, dem want.	It depends on the styles they say they, they want.
translate english to pcm	It's true!	Na true!
translate pcm to english	( Matt . 19 : 26 ) God show the kind power wey e get when e ‘ win Ethiopia people for Asa front , ’ because Asa use ‘ all im mind worship Jehovah till e die . ’ — 2 Chron .	God displayed his great power and “ defeated the Ethiopians before Asa , ” whose “ heart was complete with Jehovah all his life . ” ​ — 2 Chron .
translate english to pcm	Jesus ’ own name means “ Jehovah Is Salvation , ” and our salvation by means of the ransom brings honor and glory to Jehovah’s name .	8 : 13 ) Wetin Jesus name mean na , “ Jehovah Dey Save . ” Jehovah go use Jesus sacrifice take save us so that im name go dey holy .
translate english to pcm	3 Life Story ​ — Blessings Come From Doing What Jehovah Asks	3 Story About People Life ​ — Jehovah Dey Bless People Wey Do Wetin E Want
translate english to pcm	Thus , we all have areas in which we need to improve in showing love .	All of us get where wey we need to dey show love pass as we dey do before .
translate english to pcm	One source says that each cause for impurity would be subjected “ to questioning concerning the circumstances in which it may be contracted , how and to what extent it may be transmitted to others , the utensils and objects capable and incapable of becoming unclean , and finally , the means and rituals required for purification . ”	How we take know ? One book sey dem go want know the things wey make the person dirty ; how the dirty fit reach another person ; which container fit still dey clean or fit dirty because of the person ; and how and wetin dem go use to clean all of dem .
translate pcm to english	3 : 14 ) If we dey think about this kind question , e go help us know the kind person wey we really be .	Pondering the answers to such questions will help us to keep proving what we ourselves are .
translate pcm to english	Wo-... reach, eh rashes no go dey comot for your body because heat no dey.	Wo-... reach... uh... rashes won't appear on your body because the weather isn't hot.
translate english to pcm	As the “ Hearer of prayer , ” Jehovah is pleased to listen to all sincere prayers .	As the Person wey dey ‘ hear prayer , ’ Jehovah dey happy to put ear if people use better mind pray .
translate pcm to english	Naim de say aha who kill dis animal?	"So they said, ""aha, who killed this animal?"""
translate pcm to english	I pray dat God will help us, for us to search oursef to see better ting in life, for God to continue to be wit us, and guide us.	I pray that God will help us look within ourselves so we'll see better things in life; for God to continue to be with us, and guide us.
translate english to pcm	( Read Joshua 24 : 15 . )	( Read Joshua 24 : 15 . )
translate english to pcm	He offered suggestions and guidance . But after that we were on our own .	E give us some advice and after , e leave us make we continue the work .
translate pcm to english	As de find coconut water give me, naim I drink am.	As soon as they got me the coconut water, I drank it.
translate pcm to english	E con put di ear, e con put di tail.	He put down the ear, he put down the tail.
translate pcm to english	And naw, if una go obey and keep my kovenant, una go bi special pipol wey I selet from di oda pipol for dis world, bikos na mi get di whole world.	If now you will truly give ear to my voice and keep my agreement, you will be my special property out of all the peoples: for all the earth is mine: 
translate pcm to english	So Jeftah komot from di house kon go stay for Tob town. Na for der e for make sturbon friends kon dey follow dem waka.	So Jephthah went in flight from his brothers and was living in the land of Tob, where a number of good-for-nothing men, joining Jephthah, went out with him on his undertakings. 
translate english to pcm	The children will likely learn the local language at school and in their environment .	Children fit learn the language of the new area wey dem dey . Dem fit learn am for school or from other people .
translate english to pcm	Or has not the potter the right to make out of one part of his earth a vessel for honour, and out of another a vessel for shame? 	Di man wey mold di pot fit use di klay as e like. E fit use di klay make two pot, one for big party and di oda one for house.
translate english to pcm	And he was very sad in spirit, and said, Why is this generation looking for a sign? truly, I say to you, No sign will be given to this generation. 	Jesus kon ask dem, “Why pipol for dis world naw dey ask for sign? Make I tell una true word, dem nor go get any sign.”
translate pcm to english	19 : 1 , 3 , 14 ) Jehovah wey be our Papa know you pass the way you know yourself .	Our dear Father knows you through and through .
translate english to pcm	Let the Lord be praised for ever. So be it, So be it.A Prayer of Moses, the man of God.	But with all dis tins wey dey happen, na God wi go praiz forever and ever! Amen and Amen!Moses Prayer
translate english to pcm	32 Do You Remember ?	32 You Still Remember ?
translate pcm to english	“Evry first-born wey bi man na my own; even di first pikin wey kattle, melu or sheep born.	Every first male child is mine; the first male birth of your cattle, the first male of every ox and sheep. 
translate pcm to english	( Gen . 3 : 15 ) All of dem wey get strong faith die before Jesus Christ come open way for people to go heaven . ( Gal .	Those faithful ones died before the promised “ offspring , ” Jesus Christ , opened the way to heavenly life .
translate pcm to english	If we no do like that , some of dem fit dey draw body near us only because of wetin dem dey get from us . ’	“ Otherwise , some may associate with us only for personal advantage . ”
translate english to pcm	The Lord did not make this agreement with our fathers but with us, who are all living and present here today. 	E nor make dis kovenant with awa grand-grand papa dem, but na with all of us wey dey alive today.
translate english to pcm	Satan has demanded to have all of you to sift you as wheat .	Satan want shake una as dem dey shake wheat .
translate pcm to english	All dis tins happen for four hundred and fifty years. Afta dis, E kon give dem profet wey go judge dem, until Profet Samuel time rish.	And after these things he gave them judges, till the time of Samuel the prophet. 
translate english to pcm	Some men even like women to be full-figured.	Some men dey even like make women get body.
translate english to pcm	And in addition to what he got from traders of different sorts, all the kings of Arabia and the rulers of the country gave gold and silver to Solomon. 	All dis nor dey join di oda tins wey e dey get from doz wey dey buy and sell. All Arabia kings and govnor from di aria, dey still bring gold and silva kon gi-am.
translate pcm to english	For seven days, una must offa gift to God. For di eight day, una go gada woship kon give ofrin to God. Na di day for woship and una nor go do any work.	Every day for seven days give an offering made by fire to the Lord; and on the eighth day there is to be a holy meeting, when you are to give an offering made by fire to the Lord; this is a special holy day: you may do no field-work on that day. 
translate english to pcm	So David gave Ornan six hundred shekels of gold by weight for the place. 	So David pay Araunah six hundred gold koins for di farm.
translate pcm to english	Na only after e do this one , e go chop .	Only then would he eat his meal .
translate pcm to english	The truth be sey , e fit no easy for you to control your temper , especially if something like wetin happen to Toñi happen to you .	Undeniably , it may not be easy to maintain composure in situations such as the one described above .
translate english to pcm	What are some important ways that we show support for Jehovah’s sovereignty ?	How we fit show sey we dey support Jehovah as our King ?
translate english to pcm	So Ahab, hearing that Naboth was dead, went down to the vine-garden of Naboth the Jezreelite to take it as his heritage. 	At wons, Ahab go di vineyard kon take-ova.
translate english to pcm	Paul did not embarrass others or pressure them into taking a desired course of action .	( 1 Cor . 11 :⁠ 1 ) Paul no disgrace people or force dem do wetin correct . Instead , e talk wetin touch dem . ( Rom .
translate pcm to english	Afta e don komot from Paddan Aram, Jakob kon rish Shekem town wey dey for Kanaan and e stay near di town.	So Jacob came safely from Paddan-aram to the town of Shechem in the land of Canaan, and put up his tents near the town. 
translate pcm to english	doz men wey bring di evil ripot about di land, God kon kill dem with diziz.	Those same men who said evil of the land, came to their death by disease before the Lord. 
translate pcm to english	Horse fit run well on-top rock? Abi human being fit ride horse on-top wota? Yet, una don turn bitter judgement to poizin and good to bad.	Is it possible for horses to go running on the rock? may the sea be ploughed with oxen? for the right to be turned by you into poison, and the fruit of righteousness into a bitter plant? 
translate pcm to english	So God go rule forever. Jerusalem pipol, E go bi una God from one generashon go rish anoda. So, make wi praiz awa God!Make wi praiz God! Si as e dey good to sing praiz God! Yes, na to praiz God bi di rite tin to do!	The Lord will be King for ever; your God, O Zion, will be King through all generations. Praise be to the Lord.Give praise to the Lord; for it is good to make melody to our God; praise is pleasing and beautiful.
translate english to pcm	Epaphras, my brother-prisoner in Christ Jesus, sends you his love; 	Epafras, wey dey prison with mi, bikos of Jesus Christ, dey greet yu.
translate english to pcm	"You know, this issue of ""I love you, I love you."""	You know, dis I love you, I love you.
translate english to pcm	Let them take the robes which the king generally puts on, and the horse on which the king goes, and the crown which is on his head: 	dem bring di king royal garment and di royal horse wey di king don ride before, kom.
translate english to pcm	The Preacher made search for words which were pleasing, but his writing was in words upright and true. 	Di tisha kon try to find good words wey go make us know di trut;
translate pcm to english	Some wimen wey dia pipol don die, na faith make dem receive dem back, alive. Some pipol rijet freedom kon die for sofa, so dat dem go fit wake-up from deat and enter life wey betta pass dis one.	Women had their dead given back to them living; others let themselves be cruelly attacked, having no desire to go free, so that they might have a better life to come; 
translate english to pcm	So it is no great thing if his servants make themselves seem to be servants of righteousness; whose end will be the reward of their works. 	So e nor sopraiz us sey, en savants dey pritend too like sey dem bi savant wey dey do wetin good for God eye. For di end, dem go gain wetin fit di tins wey dem dey do.
